block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.0037038999998912914,0.011784600001192302,0.011784600001192302,2.0626112000009016,space,2.0445818999996845,None,,,,,,,,,,,,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,1,faces/known/known_131.jpg,known,0,0,0,space,0.6073627999994642,0.1597940000010567,0,0,0,0,2.072649400000955,,,,,,,,,2.070842500001163,3.056246000000101,3.727560999999696,3.7030594000007113,3.7247105999995256,3.727560999999696,3.727560999999696,0.021658399999068934,1.0069131000000198,5.706125200000315,space,0.6073627999994642,0.1597940000010567,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,2,faces/unknown/unknown_282.jpg,unknown,1,1,0,None,,,0,1,1,1,5.710071700001208,,,,,,,,,5.706343300000299,6.693575799999962,7.603984800000035,7.560822299999927,7.600031899999522,7.603984800000035,7.603984800000035,0.039223699999638484,1.0285139000006893,9.564589100000376,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,3,faces/known/known_70.jpg,known,2,2,0,space,0.5659789000001183,0.20859939999900234,0,2,2,2,9.56869740000002,,,,,,,,,9.56471640000018,10.548077400000693,11.408485500000097,11.386485600000015,11.404912199999671,11.408485500000097,11.408485500000097,0.018432299999403767,1.007074699999066,13.38956429999962,space,0.5659789000001183,0.20859939999900234,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,4,faces/unknown/unknown_94.jpg,unknown,3,3,0,None,,,0,3,3,3,13.393555399999968,,,,,,,,,13.389797100000578,14.377353800000492,15.294376699999702,15.248716899999636,15.290938899999674,15.294376699999702,15.294376699999702,0.04222780000054627,1.0361025000001973,17.252013200000874,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,5,faces/unknown/unknown_287.jpg,unknown,4,4,0,None,,,0,4,4,4,17.25624609999977,,,,,,,,,17.252230699999927,18.2352391000004,19.066189200000736,19.03142200000002,19.062351800001125,19.066189200000736,19.066189200000736,0.03094499999861,1.0207113999986177,21.035356700000193,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,6,faces/unknown/unknown_70.jpg,unknown,5,5,0,None,,,0,5,5,5,21.03939470000114,,,,,,,,,21.03556170000047,22.018948700000692,22.87570930000038,22.836310000000594,22.872070400000666,22.87570930000038,22.87570930000038,0.03576479999901494,1.0241777999999613,24.839522100000977,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,7,faces/known/known_111.jpg,known,6,6,0,space,0.614776599999459,0.08773380000093312,0,6,6,6,24.843642300000283,,,,,,,,,24.83975290000126,25.822714400001132,26.45611480000116,26.43629990000045,26.45409749999999,26.45611480000116,26.45611480000116,0.01780279999911727,1.003223399999115,28.439500300000873,space,0.614776599999459,0.08773380000093312,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,8,faces/known/known_49.jpg,known,7,7,0,space,0.6279300000005605,0.19228259999908914,0,7,7,7,28.443603800000346,,,,,,,,,28.43974960000014,29.42147289999957,30.330753000000186,30.311353200000667,30.327439500000764,30.330753000000186,30.330753000000186,0.016095000000859727,1.0032774999999674,32.31456640000033,space,0.6279300000005605,0.19228259999908914,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,9,faces/unknown/unknown_35.jpg,unknown,8,8,0,None,,,0,8,8,8,32.31867779999993,,,,,,,,,32.314855100001296,33.30194010000014,34.0220745000006,33.985832700000174,34.01830599999994,34.0220745000006,34.0220745000006,0.032487300000866526,1.020674000001236,35.98944670000128,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,10,faces/unknown/unknown_181.jpg,unknown,9,9,0,None,,,0,9,9,9,35.99353180000071,,,,,,,,,35.989627500001006,36.973081100000854,37.768835099999706,37.719489500001146,37.76497810000001,37.768835099999706,37.768835099999706,0.04551300000093761,1.0324135000009846,39.72282240000095,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,11,faces/unknown/unknown_48.jpg,unknown,10,10,0,None,,,0,10,10,10,39.72683420000067,,,,,,,,,39.72301420000076,40.706581800001004,41.50915720000012,41.46963959999994,41.505697800001144,41.50915720000012,41.50915720000012,0.03605080000124872,1.0239856000007421,43.47308309999971,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,12,faces/unknown/unknown_216.jpg,unknown,11,11,0,None,,,0,11,11,11,43.47697890000018,,,,,,,,,43.473409100000936,44.45640490000005,45.128728200001206,45.08636269999988,45.12536120000004,45.128728200001206,45.128728200001206,0.038995899998553796,1.0280762999991566,47.08958160000111,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,13,faces/unknown/unknown_210.jpg,unknown,12,12,0,None,,,0,12,12,12,47.09368739999991,,,,,,,,,47.08992550000039,48.07687890000125,48.97301049999987,48.93211110000084,48.96931349999977,48.97301049999987,48.97301049999987,0.037205900000117254,1.0240833000007115,50.93530319999991,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,14,faces/known/known_72.jpg,known,13,13,0,space,0.7359818999993877,0.15199630000097386,0,13,13,13,50.93932219999988,,,,,,,,,50.935495900001115,51.91966859999957,52.79074419999961,52.77370630000041,52.787194599999566,52.79074419999961,52.79074419999961,0.013499799999408424,1.0030798999996478,54.776899700000286,space,0.7359818999993877,0.15199630000097386,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,15,faces/unknown/unknown_156.jpg,unknown,14,14,0,None,,,0,14,14,14,54.781092200000785,,,,,,,,,54.777187499999854,55.760170200001085,56.39933259999998,56.356760500000746,56.39731120000033,56.39933259999998,56.39933259999998,0.04056200000013632,1.0284434000004694,58.360291200000574,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,16,faces/unknown/unknown_140.jpg,unknown,15,15,0,None,,,0,15,15,15,58.36431030000131,,,,,,,,,58.360495200000514,59.3435184000009,60.037714300000516,59.9986028000003,60.03434130000096,60.037714300000516,60.037714300000516,0.03574610000032408,1.0243160000009084,62.00189339999997,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,17,faces/known/known_112.jpg,known,16,16,0,space,0.5508740999994188,0.11999690000084229,0,16,16,16,62.005935500001215,,,,,,,,,62.00218370000039,62.985330700001214,63.799893299999894,63.78193880000072,63.79663520000031,63.799893299999894,63.799893299999894,0.014703400000144029,1.0031922999987728,65.78527039999972,space,0.5508740999994188,0.11999690000084229,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,18,faces/known/known_19.jpg,known,17,17,0,space,1.1713108000003558,0.09515889999966021,0,17,17,17,65.78924209999968,,,,,,,,,65.78549170000042,66.76862439999968,67.62777319999987,67.58978100000058,67.62413019999985,67.62777319999987,67.62777319999987,0.03436809999948309,1.024320100001205,69.59375480000017,space,1.1713108000003558,0.09515889999966021,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,19,faces/known/known_123.jpg,known,18,18,0,space,0.577252099999896,0.12817360000008193,0,18,18,18,69.59758340000008,,,,,,,,,69.59397379999973,70.57728970000062,71.3411285000002,71.31936630000018,71.33738930000072,71.3411285000002,71.3411285000002,0.018043400001261034,1.007517199999711,73.32285120000051,space,0.577252099999896,0.12817360000008193,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,20,faces/unknown/unknown_5.jpg,unknown,19,19,0,None,,,0,19,19,19,73.32678750000014,,,,,,,,,73.32323230000111,74.30606760000046,75.03683009999986,74.99468499999966,75.03356309999981,75.03683009999986,75.03683009999986,0.03889329999947222,1.0280588999994507,76.99777080000058,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,21,faces/known/known_25.jpg,known,20,20,0,space,0.9052281000003859,0.11249759999918751,0,20,20,20,77.00182049999967,,,,,,,,,76.99799890000031,77.98131450000074,78.86168230000112,78.81538189999992,78.85851990000083,78.86168230000112,78.86168230000112,0.04314379999959783,1.0327127999989898,80.81862160000128,space,0.9052281000003859,0.11249759999918751,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,22,faces/known/known_93.jpg,known,21,21,0,space,0.6470159999989846,0.14403170000150567,0,21,21,21,80.82282630000009,,,,,,,,,80.81883569999991,81.80592190000061,82.63146299999971,82.6118316000011,82.62795759999972,82.63146299999971,82.63146299999971,0.016144499999427353,1.0024560999991081,84.61431670000093,space,0.6470159999989846,0.14403170000150567,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,23,faces/unknown/unknown_139.jpg,unknown,22,22,0,None,,,0,22,22,22,84.61845209999956,,,,,,,,,84.61452509999981,85.60198440000022,86.26459489999979,86.22352520000095,86.26225630000044,86.26459489999979,86.26459489999979,0.038735000000087894,1.024118699999235,88.22689990000072,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,24,faces/known/known_95.jpg,known,23,23,0,space,0.7241745000010269,0.12087979999887466,0,23,23,23,88.23106670000016,,,,,,,,,88.22708280000006,89.21031770000081,89.97842040000069,89.95309540000017,89.97458709999955,89.97842040000069,89.97842040000069,0.021502900000996306,1.0112468999996054,91.95605380000052,space,0.7241745000010269,0.12087979999887466,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,25,faces/unknown/unknown_95.jpg,unknown,24,24,0,None,,,0,24,24,24,91.96010539999952,,,,,,,,,91.9562833,92.94382560000122,93.63488130000042,93.59495679999964,93.63141619999988,93.63488130000042,93.63488130000042,0.036465000001044245,1.0237664000014775,95.59761869999966,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,26,faces/unknown/unknown_138.jpg,unknown,25,25,0,None,,,0,25,25,25,95.60183460000007,,,,,,,,,95.59779630000048,96.58516910000071,97.45126600000003,97.41469940000025,97.44772420000118,97.45126600000003,97.45126600000003,0.033041499998944346,1.0206508999999642,99.41840890000094,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,27,faces/known/known_87.jpg,known,26,26,0,space,0.9655555000008462,0.1526119000009203,0,26,26,26,99.42251469999974,,,,,,,,,99.418521900001,100.40198820000114,101.08067310000115,101.06218170000102,101.07699339999999,101.08067310000115,101.08067310000115,0.014817100000072969,1.0020881000000372,103.06397070000094,space,0.9655555000008462,0.1526119000009203,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,28,faces/known/known_22.jpg,known,27,27,0,None,,,0,27,27,27,103.06827140000132,,,,,,,,,103.06411680000019,104.05194810000103,104.98419670000112,104.92319880000105,104.98032940000121,104.98419670000112,104.98419670000112,0.057142000001476845,1.0451586000017414,106.9270929000013,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,29,faces/known/known_66.jpg,known,28,28,0,space,0.6108412000012322,0.16661419999945792,0,28,28,28,106.93079260000013,,,,,,,,,106.9274390999999,107.91023850000056,108.58881350000047,108.5693865000012,108.5853029000009,108.58881350000047,108.58881350000047,0.015923699998893426,1.0032203999999183,110.57268649999969,space,0.6108412000012322,0.16661419999945792,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,30,faces/known/known_26.jpg,known,29,29,0,None,,,0,29,29,29,110.57669050000004,,,,,,,,,110.57290430000103,111.55618979999963,112.25493050000114,112.20704870000009,112.25130830000126,112.25493050000114,112.25493050000114,0.04426130000138073,1.0325355000004492,114.21005920000061,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,31,faces/unknown/unknown_292.jpg,unknown,30,30,0,None,,,0,30,30,30,114.2141728000006,,,,,,,,,114.2101715000008,115.1937854000007,115.94292590000077,115.89841929999966,115.94085770000129,115.94292590000077,115.94292590000077,0.042441599998710444,1.0283970000000409,117.90193590000126,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,32,faces/unknown/unknown_200.jpg,unknown,31,31,0,None,,,0,31,31,31,117.9058567000011,,,,,,,,,117.90244110000094,118.88541150000128,119.60264300000017,119.5609801999999,119.59944189999987,119.60264300000017,119.60264300000017,0.03846300000077463,1.0240684000000329,121.56435630000124,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,33,faces/known/known_91.jpg,known,32,32,0,space,0.6317844000004698,0.15968959999918297,0,32,32,32,121.56841929999973,,,,,,,,,121.56454230000054,122.54772799999955,123.15054190000046,123.13185590000103,123.14723360000062,123.15054190000046,123.15054190000046,0.015309999998862622,1.0030107000002317,125.13495010000042,space,0.6317844000004698,0.15968959999918297,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
2,34,faces/unknown/unknown_57.jpg,unknown,33,33,0,None,,,0,33,33,33,125.139487800001,,,,,,,,,125.13513640000019,126.1225744000003,126.79931109999961,126.74906730000112,126.79504540000016,126.79931109999961,126.79931109999961,0.04598779999832914,1.0358008999992308,128.75155939999968,None,,,,,,,,103,002,2025-05-17_15h35.37.789,project,2024.2.4,None,2025-05-17 15h35.47.686020 +0700,
