block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,faces_image.stopped,response.stopped,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.15306129999953555,0.15690549999999348,0.15690549999999348,0.7674970999996731,space,0.6044430000001739,None,,,,,,,,,,,,,,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,1,faces/known/known_12.jpg,known,0,0,0,None,,,0,0,0,0,0.7762170000005426,,,,,,,,,0.7744505999999092,1.7541213000004063,2.743026699999973,2.6926055000003544,2.739890799999557,2.743026699999973,2.743026699999973,0.04727230000025884,1.0365375000001222,4.695876399999179,None,,,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,2,faces/known/known_114.jpg,known,1,1,0,space,0.5485120999983337,0.14368350000040664,0,1,1,1,4.699944899999537,,,,,,,,,4.696118100000604,5.683191799998895,6.596775500000149,6.571949299999687,6.592468599999847,6.596775500000149,6.596775500000149,0.020530899999357644,1.0108751999996457,8.574752999998964,space,0.5485120999983337,0.14368350000040664,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,3,faces/known/known_94.jpg,known,2,2,0,space,0.6052727000005689,0.12815589999991062,0,2,2,2,8.579230100000132,,,,,,,,,8.574922300000253,9.562290300000313,10.564162799999394,10.538375199999791,10.560076699999627,10.564162799999394,10.564162799999394,0.021716499999456573,1.0112363999996887,12.541510400000334,space,0.6052727000005689,0.12815589999991062,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,4,faces/known/known_34.jpg,known,3,3,0,space,1.0274113999985275,0.12756380000064382,0,3,3,3,12.545525600000474,,,,,,,,,12.541712199999893,13.528960100000404,14.462324699999954,14.417554199999358,14.458747099999528,14.462324699999954,14.462324699999954,0.041197700000338955,1.0280803000005108,16.42077579999932,space,1.0274113999985275,0.12756380000064382,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,5,faces/known/known_99.jpg,known,4,4,0,space,0.5597692999999708,0.1512347999996564,0,4,4,4,16.42485839999972,,,,,,,,,16.421009499999855,17.40388879999955,18.161814400000367,18.142165600000226,18.15831839999919,18.161814400000367,18.161814400000367,0.016158799999175244,1.003474199998891,20.145880500000203,space,0.5597692999999708,0.1512347999996564,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,6,faces/known/known_108.jpg,known,5,5,0,space,0.7149534000000131,0.15302770000016608,0,5,5,5,20.150021699999343,,,,,,,,,20.14613090000057,21.128956599999583,21.758199300000342,21.734031199999663,21.754146899998887,21.758199300000342,21.758199300000342,0.020151300001089112,1.00718710000001,23.737446199998885,space,0.7149534000000131,0.15302770000016608,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,7,faces/known/known_32.jpg,known,6,6,0,space,0.8853275999990728,0.16821340000024065,0,6,6,6,23.741284100000485,,,,,,,,,23.73765789999925,24.720544599998902,25.587653799999316,25.537987800000337,25.585741799999596,25.587653799999316,25.587653799999316,0.04775620000145864,1.0329340000007505,27.541612999999415,space,0.8853275999990728,0.16821340000024065,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,8,faces/unknown/unknown_67.jpg,unknown,7,7,0,None,,,0,7,7,7,27.54569149999952,,,,,,,,,27.541853200000332,28.525036900000487,29.2766302,29.23832179999954,29.27316079999946,29.2766302,29.2766302,0.034846900000047754,1.021427899999253,31.24137359999986,None,,,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
4,9,faces/unknown/unknown_99.jpg,unknown,8,8,0,None,,,0,8,8,8,31.24546609999925,,,,,,,,,31.24154280000039,32.22883939999883,32.9262620999998,32.888405100000455,32.92260189999979,32.9262620999998,32.9262620999998,0.034198199999082135,1.0239323999994667,34.891476599999805,None,,,,,,,,,,103,004,2025-05-17_15h45.18.702,project,2024.2.4,244.44498764840012,2025-05-17 15h45.29.278705 +0700,
