block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,faces_image.stopped,response.stopped,trial_loop.response.rt,trial_loop.response.duration,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.1501840999990236,0.15463719999934256,0.15463719999934256,1.167543300000034,space,1.00681110000005,None,,,,,,,,,,,,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,1,faces/known/known_125.jpg,known,0,0,0,None,,,0,0,0,0,1.1788151000000653,,,,,,,,,1.176343999999517,2.157766799999081,2.838630700000067,2.7962279000003036,2.8351997999998275,2.838630700000067,2.838630700000067,0.038983899999948335,1.027990200000204,4.7996731999992335,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,2,faces/unknown/unknown_233.jpg,unknown,1,1,0,None,,,0,1,1,1,4.8037941999991745,,,,,,,,,4.799828400000479,5.782661100000041,6.7188074000005145,6.671463599999697,6.715039900000193,6.7188074000005145,6.7188074000005145,0.04357770000024175,1.0320945999992546,8.674702700000125,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,3,faces/known/known_79.jpg,known,2,2,0,space,0.7038364999989426,0.12844360000053712,0,2,2,2,8.678410799999256,,,,,,,,,8.674888399998963,9.657820799999172,10.433164000000033,10.416971000000558,10.429934899999353,10.433164000000033,10.433164000000033,0.012971299998753238,0.9990837999994255,12.41655879999962,space,12.420271900000444,12.420271900000444,0.7038364999989426,0.12844360000053712,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,4,faces/unknown/unknown_253.jpg,unknown,3,3,0,None,,,0,3,3,3,12.420271900000444,,,,,,,,,12.416760000000068,13.403635900000154,14.141027199999371,14.09693519999928,14.137483200000133,14.141027199999371,14.141027199999371,0.040551300000515766,1.027470799999719,16.099309499999436,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,5,faces/unknown/unknown_142.jpg,unknown,4,4,0,None,,,0,4,4,4,16.103358200000002,,,,,,,,,16.099442499998986,17.08716110000023,18.039418599999408,18.000513900000442,18.035991299999296,18.039418599999408,18.039418599999408,0.03547769999931916,1.023803099998986,20.003620199999204,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,6,faces/unknown/unknown_141.jpg,unknown,5,5,0,None,,,0,5,5,5,20.007695700000113,,,,,,,,,20.003866299999572,20.990886699999464,21.76475980000032,21.729059600000255,21.761283300000287,21.76475980000032,21.76475980000032,0.032238399999187095,1.0208657000002859,23.732744099999763,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,7,faces/unknown/unknown_120.jpg,unknown,6,6,0,None,,,0,6,6,6,23.736806900000374,,,,,,,,,23.73297189999903,24.716576499999064,25.633083599999736,25.58389089999946,25.630795099999887,25.633083599999736,25.633083599999736,0.04691420000017388,1.0323932000010245,27.587142099999255,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,8,faces/known/known_28.jpg,known,7,7,0,None,,,0,7,7,7,27.591172700000243,,,,,,,,,27.587370600000213,28.57071259999975,29.39772830000038,29.354554300000018,29.394251499999882,29.39772830000038,29.39772830000038,0.039699800001471885,1.0282641000012518,31.357933799999955,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,9,faces/known/known_63.jpg,known,8,8,0,space,0.6964839000011125,0.12067229999956908,0,8,8,8,31.36207999999897,,,,,,,,,31.35816429999977,32.34131179999895,33.1129650999992,33.08791989999918,33.10897929999919,33.1129650999992,33.1129650999992,0.02109269999891694,1.0115521999996417,35.09133699999984,space,,,0.6964839000011125,0.12067229999956908,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,10,faces/known/known_97.jpg,known,9,9,0,None,,,0,9,9,9,35.095218500000556,,,,,,,,,35.091566900000544,36.074694400000226,36.81950610000058,36.80408019999959,36.81576750000022,36.81950610000058,36.81950610000058,0.011714199999914854,0.9994716000001063,38.804127499999595,None,38.80763250000018,38.80763250000018,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,11,faces/unknown/unknown_248.jpg,unknown,10,10,0,None,,,0,10,10,10,38.80763250000018,,,,,,,,,38.80424219999986,39.791508299998895,40.65899039999931,40.617409899999984,40.655514899999616,40.65899039999931,40.65899039999931,0.038110100000267266,1.0279423000010866,42.620533799999976,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,12,faces/known/known_132.jpg,known,11,11,0,space,0.7154989999999088,0.13711809999949764,0,11,11,11,42.624517399999604,,,,,,,,,42.620794399999795,43.60405679999894,44.2773586000003,44.25437349999993,44.27355229999921,44.2773586000003,44.2773586000003,0.019199399999706657,1.0076886999995622,46.25794529999985,space,,,0.7154989999999088,0.13711809999949764,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,13,faces/unknown/unknown_264.jpg,unknown,12,12,0,None,,,0,12,12,12,46.26201670000046,,,,,,,,,46.25817900000038,47.24128449999989,48.01839099999961,47.979833399998824,48.014992899999925,48.01839099999961,48.01839099999961,0.0351624000013544,1.023534700001619,49.9830249000006,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,14,faces/known/known_128.jpg,known,13,13,0,None,,,0,13,13,13,49.986789799999315,,,,,,,,,49.983205700000326,50.97013599999991,51.61773009999888,51.59612310000011,51.61431699999957,51.61773009999888,51.61773009999888,0.018200600001364364,1.0072625000011612,53.59937639999953,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,15,faces/known/known_43.jpg,known,14,14,0,space,0.8248980000007577,0.13705010000012408,0,14,14,14,53.60343490000014,,,,,,,,,53.5995096000006,54.582974699998886,55.359924299998966,55.342307200000505,55.35802700000022,55.359924299998966,55.359924299998966,0.015728500000477652,1.00280229999953,57.34552169999915,space,,,0.8248980000007577,0.13705010000012408,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
1,16,faces/unknown/unknown_273.jpg,unknown,15,15,0,None,,,0,15,15,15,57.34935719999885,,,,,,,,,57.345762200000536,58.332694299999275,59.06365740000001,59.0211091000001,59.05999849999898,59.06365740000001,59.06365740000001,0.038896599999134196,1.0283221999998204,61.024470599999404,None,,,,,,,,,,103,001,2025-05-17_15h27.33.895,project,2024.2.4,266.7918809826878,2025-05-17 15h27.48.360016 +0700,
