block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,faces_image.stopped,response.stopped,end_block.started,Endding.started,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,10,faces/known/known_24.jpg,known,9,9,0,space,0.5930054000000382,0.1519557999999961,0,9,9,9,36.58830829999988,,,,,,,,,36.57862609999938,37.568173199999364,38.320361899999625,38.28715139999986,38.31810499999938,38.320361899999625,38.320361899999625,0.03096780000032595,1.0182030000005398,40.28737060000003,space,0.5930054000000382,0.1519557999999961,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,11,faces/unknown/unknown_109.jpg,unknown,10,10,0,None,,,0,10,10,10,40.29287320000003,,,,,,,,,40.28749619999962,41.27486019999924,41.98620679999931,41.9541092999998,41.98372440000003,41.98620679999931,41.98620679999931,0.029627800000525895,1.0147446999999374,43.959844499999235,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,12,faces/unknown/unknown_209.jpg,unknown,11,11,0,None,,,0,11,11,11,43.96947159999945,,,,,,,,,43.95997279999938,44.951185500000065,45.75441749999936,45.72384899999997,45.7520214999995,45.75441749999936,45.75441749999936,0.028188899999804562,1.0145595000003595,47.72949659999995,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,13,faces/unknown/unknown_229.jpg,unknown,12,12,0,None,,,0,12,12,12,47.73837639999965,,,,,,,,,47.729611299999306,48.7172103999992,49.38377219999984,49.35459639999954,49.38059290000001,49.38377219999984,49.38377219999984,0.0260164999999688,1.0143788999994285,51.359684999999445,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,14,faces/unknown/unknown_6.jpg,unknown,13,13,0,None,,,0,13,13,13,51.36869139999999,,,,,,,,,51.35980059999929,52.352074999999786,53.10743789999924,53.076136299999234,53.104490599999735,53.10743789999924,53.10743789999924,0.028358700000353565,1.0167457000006834,55.08617419999973,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,15,faces/unknown/unknown_95.jpg,unknown,14,14,0,None,,,0,14,14,14,55.0932557999995,,,,,,,,,55.08632899999975,56.06911450000007,56.73623189999944,56.70433239999966,56.7337794999994,56.73623189999944,56.73623189999944,0.02945720000025176,1.0155618000007962,58.70491579999998,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,16,faces/unknown/unknown_64.jpg,unknown,15,15,0,None,,,0,15,15,15,58.71123709999938,,,,,,,,,58.70503479999934,59.692720399999416,60.50153829999999,60.47222220000003,60.49879449999935,60.50153829999999,60.50153829999999,0.02658560000054422,1.014387799999895,62.47467999999935,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,17,faces/unknown/unknown_94.jpg,unknown,16,16,0,None,,,0,16,16,16,62.48043609999968,,,,,,,,,62.47479419999945,63.462149099999806,64.35184559999925,64.32074509999984,64.34929079999984,64.35184559999925,64.35184559999925,0.028555900000355905,1.017533199999889,66.32322810000005,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,18,faces/known/known_20.jpg,known,17,17,0,space,0.6731293000002552,0.14402100000006612,0,17,17,17,66.32877419999932,,,,,,,,,66.32335479999983,67.31119149999995,68.17617900000005,68.14765249999982,68.17360199999985,68.17617900000005,68.17617900000005,0.025959399999919697,1.0120316000002276,70.15310819999922,space,0.6731293000002552,0.14402100000006612,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,19,faces/unknown/unknown_124.jpg,unknown,18,18,0,None,,,0,18,18,18,70.15897629999927,,,,,,,,,70.15323709999939,71.14152469999954,71.8755443,71.84433970000009,71.87299059999987,71.8755443,71.8755443,0.028660500000114553,1.0177315000000817,73.8535082999997,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,20,faces/unknown/unknown_187.jpg,unknown,19,19,0,None,,,0,19,19,19,73.8558968999996,,,,,,,,,73.85363749999942,74.83787549999943,75.72400509999989,75.6929655999993,75.72115140000005,75.72400509999989,75.72400509999989,0.02819759999965754,1.0175460999998904,77.70092709999972,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,21,faces/unknown/unknown_26.jpg,unknown,20,20,0,None,,,0,20,20,20,77.7041835,,,,,,,,,77.70106159999978,78.6860401999993,79.37041939999926,79.33835159999944,79.36796509999931,79.37041939999926,79.37041939999926,0.029625400000441005,1.0144772000003286,81.34094259999983,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,22,faces/known/known_57.jpg,known,21,21,0,space,0.6453152999993108,0.12010749999990367,0,21,21,21,81.34646900000007,,,,,,,,,81.34107009999934,82.32872619999944,83.23536239999976,83.21973469999921,83.23282599999948,83.23536239999976,83.23536239999976,0.013107700000546174,0.9997585000000981,85.21990259999984,space,0.6453152999993108,0.12010749999990367,85.22547089999989,85.22547089999989,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,23,faces/unknown/unknown_83.jpg,unknown,22,22,0,None,,,0,22,22,22,85.22547089999989,,,,,,,,,85.22002479999992,86.2072092999997,87.09955429999991,87.06325190000007,87.09712659999968,87.09955429999991,87.09955429999991,0.03387829999974201,1.0229358999995384,89.07147110000005,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,24,faces/unknown/unknown_132.jpg,unknown,23,23,0,None,,,0,23,23,23,89.07379579999997,,,,,,,,,89.07161929999984,90.05548129999988,90.79144159999942,90.7587937999997,90.78888310000002,90.79144159999942,90.79144159999942,0.03010050000011688,1.0180618999993385,92.75925499999994,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,25,faces/unknown/unknown_255.jpg,unknown,24,24,0,None,,,0,24,24,24,92.76839299999938,,,,,,,,,92.75942880000002,93.7550424000001,94.74271429999953,94.71086500000001,94.73958259999927,94.74271429999953,94.74271429999953,0.02872990000014397,1.0175376999995933,96.71867159999965,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,26,faces/known/known_13.jpg,known,25,25,0,space,0.6607531999998173,0.12770949999958248,0,25,25,25,96.72231379999994,,,,,,,,,96.71879869999975,97.71047879999969,98.6926182999996,98.66225049999957,98.69025639999927,98.6926182999996,98.6926182999996,0.028019399999720918,1.0178452999998626,100.67247609999959,space,0.6607531999998173,0.12770949999958248,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,27,faces/unknown/unknown_14.jpg,unknown,26,26,0,None,,,0,26,26,26,100.67948869999964,,,,,,,,,100.6726220999999,101.65533950000008,102.55100909999965,102.52054659999976,102.54848669999956,102.55100909999965,102.55100909999965,0.027956700000686396,1.0182828000006339,104.52277349999986,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,28,faces/unknown/unknown_190.jpg,unknown,27,27,0,None,,,0,27,27,27,104.5278486999996,,,,,,,,,104.52290099999937,105.5098255999992,106.35670709999977,106.32835579999937,106.35395209999933,106.35670709999977,106.35670709999977,0.025594200000341516,1.0119136000002982,108.33699889999934,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,29,faces/unknown/unknown_171.jpg,unknown,28,28,0,None,,,0,28,28,28,108.33996339999976,,,,,,,,,108.3371191999995,109.32825030000004,110.25033799999983,110.222444,110.24746289999985,110.25033799999983,110.25033799999983,0.02503080000042246,1.0119494999999006,112.22497369999928,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,30,faces/unknown/unknown_217.jpg,unknown,29,29,0,None,,,0,29,29,29,112.23076969999966,,,,,,,,,112.2250841999994,113.21312129999933,114.10286259999975,114.07069729999967,114.10038859999986,114.10286259999975,114.10286259999975,0.02970129999994242,1.0151338000005126,116.07336699999996,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,31,faces/unknown/unknown_42.jpg,unknown,30,30,0,None,,,0,30,30,30,116.07929559999957,,,,,,,,,116.07348349999938,117.05539939999926,118.07216869999957,118.03758859999925,118.0693111999999,118.07216869999957,118.07216869999957,0.03173690000039642,1.0173877000006541,120.04365449999932,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,32,faces/unknown/unknown_138.jpg,unknown,31,31,0,None,,,0,31,31,31,120.05270089999976,,,,,,,,,120.04383409999991,121.03470019999986,121.68239529999937,121.65302569999949,121.67983139999978,121.68239529999937,121.68239529999937,0.026811699999598204,1.01713269999982,123.65549239999928,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,33,faces/unknown/unknown_29.jpg,unknown,32,32,0,None,,,0,32,32,32,123.66139059999932,,,,,,,,,123.65562139999929,124.64333139999962,125.57327119999991,125.54085179999947,125.5706583000001,125.57327119999991,125.57327119999991,0.029815799999596493,1.0157326999997167,127.54582849999952,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,34,faces/unknown/unknown_248.jpg,unknown,33,33,0,None,,,0,33,33,33,127.55484869999964,,,,,,,,,127.54595979999976,128.5374312999993,129.23521569999957,129.2047152999994,129.23262949999935,129.23521569999957,129.23521569999957,0.027923399999963294,1.0168695000002117,131.2069421999995,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,35,faces/unknown/unknown_62.jpg,unknown,34,34,0,None,,,0,34,34,34,131.21217840000008,,,,,,,,,131.2070649999996,132.19440119999945,132.8754917999995,132.84279259999948,132.8729270999993,132.8754917999995,132.8754917999995,0.03014900000016496,1.0180331000001388,134.8518740999998,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,36,faces/unknown/unknown_185.jpg,unknown,35,35,0,None,,,0,35,35,35,134.8549054999994,,,,,,,,,134.85199039999952,135.83652489999986,136.7349964999994,136.70406189999994,136.7325725999999,136.7349964999994,136.7349964999994,0.028518900000563008,1.0141098000003694,138.70935529999952,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,37,faces/unknown/unknown_287.jpg,unknown,36,36,0,None,,,0,36,36,36,138.71844319999946,,,,,,,,,138.7095000999998,139.70001849999971,140.6057568999995,140.57609109999976,140.6031471999995,140.6057568999995,140.6057568999995,0.02706419999958598,1.0123220999994373,142.58482679999997,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,38,faces/unknown/unknown_219.jpg,unknown,37,37,0,None,,,0,37,37,37,142.5877004999993,,,,,,,,,142.58494729999984,143.56946379999954,144.32838869999978,144.29749639999955,144.32586679999986,144.32838869999978,144.32838869999978,0.028384700000060548,1.0208416000004945,146.30308799999966,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,39,faces/unknown/unknown_32.jpg,unknown,38,38,0,None,,,0,38,38,38,146.30928539999968,,,,,,,,,146.30320299999948,147.29064949999974,148.25422230000004,148.22432299999946,148.25165669999933,148.25422230000004,148.25422230000004,0.027345700000296347,1.0155833999997412,150.2303339,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,40,faces/unknown/unknown_84.jpg,unknown,39,39,0,None,,,0,39,39,39,150.2400192999994,,,,,,,,,150.23049319999973,151.21787959999983,152.2325695999998,152.20408829999997,152.22996009999952,152.2325695999998,152.2325695999998,0.025878999999804364,1.0178000999994765,154.20636439999998,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,41,faces/unknown/unknown_202.jpg,unknown,40,40,0,None,,,0,40,40,40,154.21186209999996,,,,,,,,,154.2064977,155.19362120000005,156.20024009999997,156.17010239999945,156.1976679999998,156.20024009999997,156.20024009999997,0.027573800000027404,1.0157233999998425,158.17556309999964,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,42,faces/known/known_16.jpg,known,41,41,0,space,0.6892540999997436,0.09697479999977077,0,41,41,41,158.18464549999953,,,,,,,,,158.17569079999976,159.1638309,159.81633469999997,159.78557479999927,159.8134397999993,159.81633469999997,159.81633469999997,0.027875299999323033,1.0176710999994611,161.78770239999994,space,0.6892540999997436,0.09697479999977077,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,43,faces/known/known_61.jpg,known,42,42,0,space,0.5863586000004943,0.14345309999953315,0,42,42,42,161.7935195,,,,,,,,,161.78781809999964,162.7764914999998,163.76725459999943,163.74562539999988,163.76451709999947,163.76725459999943,163.76725459999943,0.01890209999965009,1.0088263999996343,165.75447110000005,space,0.5863586000004943,0.14345309999953315,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,44,faces/unknown/unknown_82.jpg,unknown,43,43,0,None,,,0,43,43,43,165.75678199999948,,,,,,,,,165.7546767999993,166.73884279999947,167.40093439999964,167.36966570000004,167.3982759999999,167.40093439999964,167.40093439999964,0.028619200000321143,1.0152451000003566,169.37539560000005,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,45,faces/unknown/unknown_161.jpg,unknown,44,44,0,None,,,0,44,44,44,169.3847713999994,,,,,,,,,169.37553449999996,170.35683359999985,171.1907881999996,171.15807330000007,171.18814529999963,171.1907881999996,171.1907881999996,0.030071700000007695,1.0151863999999478,173.1634430999993,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,46,faces/unknown/unknown_168.jpg,unknown,45,45,0,None,,,0,45,45,45,173.17257549999977,,,,,,,,,173.16359209999973,174.15518479999992,175.00799339999958,174.97612649999974,175.00545149999925,175.00799339999958,175.00799339999958,0.02932779999991908,1.017602199999601,176.9851979999994,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,47,faces/unknown/unknown_239.jpg,unknown,46,46,0,None,,,0,46,46,46,176.9873576,,,,,,,,,176.98539299999993,177.96892649999972,178.79614880000008,178.76346119999926,178.79367159999947,178.79614880000008,178.79614880000008,0.030216399999517307,1.0212432999996963,180.76892409999982,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,48,faces/unknown/unknown_47.jpg,unknown,47,47,0,None,,,0,47,47,47,180.7749731999993,,,,,,,,,180.7690421999996,181.75677169999926,182.62416399999984,182.5932817999992,182.62169279999944,182.62416399999984,182.62416399999984,0.028422300000784162,1.0177976000004492,184.60282729999926,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,49,faces/unknown/unknown_289.jpg,unknown,48,48,0,None,,,0,48,48,48,184.6055569,,,,,,,,,184.6029693999999,185.5870477999997,186.4417126999997,186.41187850000006,186.43909859999985,186.4417126999997,186.4417126999997,0.027228200000536162,1.0175787000007404,188.4208596999997,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,50,faces/unknown/unknown_0.jpg,unknown,49,49,0,None,,,0,49,49,49,188.4233267999998,,,,,,,,,188.42098869999973,189.4047791999992,190.31908269999985,190.2881512999993,190.3165672999994,190.31908269999985,190.31908269999985,0.028427199999896402,1.0171746999994866,192.28977140000006,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,51,faces/unknown/unknown_121.jpg,unknown,50,50,0,None,,,0,50,50,50,192.2954506999995,,,,,,,,,192.2898755999995,193.27736019999975,194.08440439999958,194.05327439999928,194.08172839999952,194.08440439999958,194.08440439999958,0.028466800000387593,1.0151519000000917,196.05932889999985,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,52,faces/unknown/unknown_288.jpg,unknown,51,51,0,None,,,0,51,51,51,196.06824329999927,,,,,,,,,196.05944920000002,197.04104619999998,198.03625039999952,198.00255239999933,198.03292129999954,198.03625039999952,198.03625039999952,0.030376300000170886,1.0171030000001338,200.00508899999932,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,53,faces/unknown/unknown_93.jpg,unknown,52,52,0,None,,,0,52,52,52,200.01057579999997,,,,,,,,,200.00521339999977,200.99235640000006,201.8511878999998,201.82021669999995,201.84873679999964,201.8511878999998,201.8511878999998,0.02852530000018305,1.0173814999998285,203.82316439999977,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,54,faces/known/known_8.jpg,known,53,53,0,space,0.7254315999998653,0.112409999999727,0,53,53,53,203.82871350000005,,,,,,,,,203.82329029999983,204.8105926999997,205.6917289999992,205.6592639999999,205.68942869999955,205.6917289999992,205.6917289999992,0.030176400000527792,1.0179153000008228,207.66801570000007,space,0.7254315999998653,0.112409999999727,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,55,faces/known/known_38.jpg,known,54,54,0,space,0.5042099999991478,0.11955810000017664,0,54,54,54,207.67095919999974,,,,,,,,,207.66812969999955,208.65317549999963,209.60945149999952,209.57132629999978,209.60675569999967,209.60945149999952,209.60945149999952,0.03544959999999264,1.0213536000001113,211.57422999999926,space,0.5042099999991478,0.11955810000017664,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,56,faces/known/known_45.jpg,known,55,55,0,space,0.5933576000006724,0.14252059999944322,0,55,55,55,211.57993709999937,,,,,,,,,211.5743819999998,212.561917,213.3846283999992,213.36257659999956,213.38193429999956,213.3846283999992,213.3846283999992,0.019368799999938346,1.008158700000422,215.37083749999965,space,0.5933576000006724,0.14252059999944322,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,57,faces/unknown/unknown_180.jpg,unknown,56,56,0,None,,,0,56,56,56,215.3737271,,,,,,,,,215.37095829999998,216.35579770000004,217.20350809999945,217.17183879999993,217.20090899999923,217.20350809999945,217.20350809999945,0.0290830999992977,1.0170054000000164,219.1742553999993,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,58,faces/known/known_18.jpg,known,57,57,0,space,0.6520074000000022,0.1433394000005137,0,57,57,57,219.17984410000008,,,,,,,,,219.17437840000002,220.16170389999934,221.1498142999999,221.11986629999956,221.1473206999999,221.1498142999999,221.1498142999999,0.027454799999759416,1.0177514999995765,223.12265630000002,space,0.6520074000000022,0.1433394000005137,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,59,faces/unknown/unknown_238.jpg,unknown,58,58,0,None,,,0,58,58,58,223.12562939999953,,,,,,,,,223.12283810000008,224.10719859999972,224.95102889999998,224.91970020000008,224.94809339999938,224.95102889999998,224.95102889999998,0.028413600000021688,1.0175946999997905,226.92553359999965,None,,,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
3,60,faces/known/known_48.jpg,known,59,59,0,space,0.7053374000006443,0.14336679999996704,0,59,59,59,226.93437219999942,,,,,,,,,226.9256660000001,227.90690819999963,228.7761356000001,228.75279909999972,228.77324239999962,228.7761356000001,228.7761356000001,0.02045559999987745,1.0086670999999114,230.75565689999985,space,0.7053374000006443,0.14336679999996704,,,,,,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.75574799999958,230.76140450000003,231.75375529999928,,101,0031,2025-05-09_17h29.35.472,project,2024.2.4,None,2025-05-09 17h29.53.405476 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{58, 8, 10, 42, 43, 18, 55, 22, 54, 56, 26, 60}",,,,,,,,
