13.0726 	INFO 	Loaded monitor calibration from ['2025_05_17 12:48']
13.2327 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
13.5809 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000249D6362470>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000249D63624D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000249D641DAE0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.5810 	EXP 	window1: backgroundImage = ''
13.5810 	EXP 	window1: backgroundFit = 'none'
13.6289 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.6289 	EXP 	window1: recordFrameIntervals = False
13.6959 	EXP 	window1: recordFrameIntervals = True
14.2305 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.7205 	INFO 	keyboard.Keyboard is using iohub backend.
16.7206 	INFO 	keyboard.Keyboard is using iohub backend.
16.7206 	INFO 	keyboard.Keyboard is using iohub backend.
16.7206 	EXP 	project: status = STARTED
16.8017 	EXP 	Created Start_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Start_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
16.8193 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
16.8494 	EXP 	Created faces_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='faces_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
16.8556 	EXP 	Created Endding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Endding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Endding block\nThankyou for your patient', units='height', win=Window(...), wrapWidth=1)
0.0108 	INFO 	Keyboard events cleared
0.0105 	EXP 	Start_text: autoDraw = True
2.3534 	EXP 	Imported blocks/block2.csv as conditions, 60 conditions, 4 params
2.3539 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'block': 2, 'trial': 1, 'image': 'faces/known/known_131.jpg', 'type': 'known', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
2.3545 	DATA 	Keypress: space
2.3560 	EXP 	Start_text: autoDraw = False
3.3398 	EXP 	fixation: autoDraw = True
4.2873 	WARNING 	Requested image 'faces/known/known_131.jpg' not found but similar filename 'faces/known/known_131.png' exists. This will be used instead but changing the filename is advised.
4.3207 	INFO 	Keyboard events cleared
4.3204 	WARNING 	t of last frame was 33.64ms (=1/29)
4.3204 	EXP 	fixation: autoDraw = False
4.3204 	EXP 	fixation: autoDraw = False
4.3204 	EXP 	faces_image: image = 'faces/known/known_131.jpg'
4.3204 	EXP 	faces_image: autoDraw = True
5.0078 	DATA 	Keypress: space
6.2888 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'block': 2, 'trial': 2, 'image': 'faces/unknown/unknown_282.jpg', 'type': 'unknown', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
6.2927 	EXP 	faces_image: autoDraw = False
7.2766 	EXP 	fixation: autoDraw = True
8.0372 	INFO 	Keyboard events cleared
8.0366 	WARNING 	t of last frame was 59.81ms (=1/16)
8.0366 	EXP 	fixation: autoDraw = False
8.0366 	EXP 	fixation: autoDraw = False
8.0366 	EXP 	faces_image: image = 'faces/unknown/unknown_282.jpg'
8.0366 	EXP 	faces_image: autoDraw = True
9.9807 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'block': 2, 'trial': 3, 'image': 'faces/known/known_70.jpg', 'type': 'known', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
9.9846 	EXP 	faces_image: autoDraw = False
10.9638 	EXP 	fixation: autoDraw = True
11.8242 	WARNING 	Requested image 'faces/known/known_70.jpg' not found but similar filename 'faces/known/known_70.png' exists. This will be used instead but changing the filename is advised.
11.8542 	INFO 	Keyboard events cleared
11.8540 	WARNING 	t of last frame was 30.54ms (=1/32)
11.8540 	EXP 	fixation: autoDraw = False
11.8540 	EXP 	fixation: autoDraw = False
11.8540 	EXP 	faces_image: image = 'faces/known/known_70.jpg'
11.8540 	EXP 	faces_image: autoDraw = True
12.4337 	DATA 	Keypress: space
13.8263 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'block': 2, 'trial': 4, 'image': 'faces/unknown/unknown_94.jpg', 'type': 'unknown', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
