block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,25,faces/unknown/unknown_169.jpg,unknown,24,24,0,None,,,0,24,24,24,92.99483520000013,,,,,,,,,92.99082540000018,93.97411730000022,94.8369574999997,94.79019210000024,94.83019200000035,94.8369574999997,94.8369574999997,0.04001059999973222,1.0301699000001463,96.79106750000028,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,26,faces/known/known_143.jpg,known,25,25,0,space,0.8417554999996355,0.20872520000011718,0,25,25,25,96.7950837999997,,,,,,,,,96.79147889999967,97.77835940000023,98.65223220000007,98.58336080000026,98.64909970000008,98.65223220000007,98.65223220000007,0.06574989999990066,1.053300699999454,100.5870101999999,space,0.8417554999996355,0.20872520000011718,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,27,faces/known/known_67.jpg,known,26,26,0,space,0.8609266000003117,0.17608190000009927,0,26,26,26,100.5909388,,,,,,,,,100.58746679999967,101.57011609999972,102.24977089999993,102.22305990000041,102.24317350000001,102.24977089999993,102.24977089999993,0.020134000000325614,1.0093675999996776,104.22427160000007,space,0.8609266000003117,0.17608190000009927,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,28,faces/unknown/unknown_252.jpg,unknown,27,27,0,None,,,0,27,27,27,104.22840030000043,,,,,,,,,104.22448379999969,105.21137199999976,106.22572630000013,106.1584227000003,106.22266479999962,106.22572630000013,106.22572630000013,0.06424330000027112,1.053378900000098,108.16148379999959,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,29,faces/known/known_76.jpg,known,28,28,0,space,0.6689532999998846,0.18373500000052445,0,28,28,28,108.16553219999969,,,,,,,,,108.1616124000002,109.14496400000007,110.12269769999966,110.09735209999963,110.11641210000016,110.12269769999966,110.12269769999966,0.019071700000495184,1.009812299999794,112.0991783999998,space,0.6689532999998846,0.18373500000052445,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,30,faces/known/known_47.jpg,known,29,29,0,space,0.9792379000000437,0.19920839999940654,0,29,29,29,112.10330450000038,,,,,,,,,112.0994297999996,113.08701010000004,114.09972349999953,114.0666057999997,114.09613919999993,114.09972349999953,114.09972349999953,0.02954520000002958,1.0158029000003808,116.07026719999976,space,0.9792379000000437,0.19920839999940654,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,31,faces/known/known_102.jpg,known,30,30,0,space,0.8821516999996675,0.22500169999966602,0,30,30,30,116.07424619999983,,,,,,,,,116.07050929999969,117.05341219999991,117.7801927999999,117.73064969999996,117.7759788000003,117.7801927999999,117.7801927999999,0.04535639999994601,1.033069500000238,119.7322949999998,space,0.8821516999996675,0.22500169999966602,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,32,faces/unknown/unknown_202.jpg,unknown,31,31,0,None,,,0,31,31,31,119.73640259999956,,,,,,,,,119.73243050000019,120.72005520000039,121.49365080000007,121.44132199999967,121.4906676999999,121.49365080000007,121.49365080000007,0.0493532000000414,1.036928600000465,123.44487560000016,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,33,faces/unknown/unknown_116.jpg,unknown,32,32,0,None,,,0,32,32,32,123.44917299999997,,,,,,,,,123.44499040000028,124.42866109999977,125.28946999999971,125.23717889999989,125.28596749999997,125.28946999999971,125.28946999999971,0.048800000000483124,1.0391743000000133,127.24081959999967,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,34,faces/unknown/unknown_259.jpg,unknown,33,33,0,None,,,0,33,33,33,127.24500139999964,,,,,,,,,127.24101020000035,128.22422590000042,129.18597549999959,129.12927229999968,129.18276559999958,129.18597549999959,129.18597549999959,0.05349659999956202,1.040933700000096,131.13261409999996,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,35,faces/known/known_84.jpg,known,34,34,0,space,0.620999099999608,0.20774770000025455,0,34,34,34,131.1365839,,,,,,,,,131.13285460000043,132.1162221000004,133.1053105000001,133.07714419999957,133.09859810000034,133.1053105000001,133.1053105000001,0.02146880000054807,1.0120604000003368,135.07833550000032,space,0.620999099999608,0.20774770000025455,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,36,faces/unknown/unknown_270.jpg,unknown,35,35,0,None,,,0,35,35,35,135.08249350000006,,,,,,,,,135.07847239999955,136.06576719999975,136.99518790000002,136.9329047000001,136.9921215000004,136.99518790000002,136.99518790000002,0.05922700000064651,1.0452204000002894,138.93645170000036,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,37,faces/known/known_17.jpg,known,36,36,0,space,0.6230980000000272,0.20756640000035986,0,36,36,36,138.94078400000035,,,,,,,,,138.93656699999974,139.92047559999992,140.5521202,140.52127529999962,140.54880150000008,140.5521202,140.5521202,0.027466999999887776,1.0138670999995156,142.52560540000013,space,0.6230980000000272,0.20756640000035986,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,38,faces/unknown/unknown_13.jpg,unknown,37,37,0,None,,,0,37,37,37,142.52801389999968,,,,,,,,,142.5257333999998,143.51176490000034,144.17944420000003,144.12486420000005,144.17682570000034,144.17944420000003,144.17944420000003,0.05196389999946405,1.0410323999994944,146.12858940000024,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,39,faces/unknown/unknown_165.jpg,unknown,38,38,0,None,,,0,38,38,38,146.13338980000026,,,,,,,,,146.1288725000004,147.1120278999997,148.10501659999954,148.05389060000016,148.10321170000043,148.10501659999954,148.10501659999954,0.049340599999595725,1.0340558999996574,150.05754350000007,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
3,40,faces/unknown/unknown_38.jpg,unknown,39,39,0,None,,,0,39,39,39,150.06156050000027,,,,,,,,,150.05774089999977,151.04079290000027,152.05423299999984,152.00849560000006,152.05124249999972,152.05423299999984,152.05423299999984,0.04275099999995291,1.028385900000103,154.01164749999953,None,,,,,,,,102,003,2025-05-17_14h40.57.329,project,2024.2.4,231.69064665074265,2025-05-17 14h41.07.152874 +0700,
