block,trial,image,type,thisN,thisTrialN,thisRepN,response.keys,response.rt,response.duration,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,Welcome.started,Start_text.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial_ex.started,fixation.started,fixation.stopped,trial_ex.stopped,faces.started,faces_image.started,response.started,serialPort.started,serialPort.stopped,faces.stopped,trial_loop.response.keys,trial_loop.response.rt,trial_loop.response.duration,faces_image.stopped,response.stopped,end_block.started,Endding.started,Endding.stopped,end_block.stopped,pressed_trials,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,0.15887949999887496,0.16409229999953823,0.16409229999953823,1.8814435000003868,space,1.712926599999264,None,,,,,,,,,,,,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,1,faces/known/known_125.jpg,known,0,0,0,space,0.6511823999990156,0.20916790000046603,0,0,0,0,1.888658799998666,,,,,,,,,1.8866503999997803,2.8740545000000566,3.5534293000000616,3.5039763000004314,3.543373499998779,3.5534293000000616,3.5534293000000616,0.03941169999961858,1.0345029000000068,5.505397199998697,space,0.6511823999990156,0.20916790000046603,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,2,faces/unknown/unknown_233.jpg,unknown,1,1,0,None,,,0,1,1,1,5.509375399999044,,,,,,,,,5.505663500000082,6.492755600000237,7.399341199999981,7.3520059999991645,7.392102599998907,7.399341199999981,7.399341199999981,0.04010480000033567,1.0359967000003962,9.355304499998965,None,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,3,faces/known/known_79.jpg,known,2,2,0,space,0.629247500000929,0.22330169999986538,0,2,2,2,9.359363699999449,,,,,,,,,9.355506899999455,10.342765899998994,11.192240399999719,11.172870899999907,11.189206199998807,11.192240399999719,11.192240399999719,0.016340299998773844,1.0031522999997833,13.175972799999727,space,0.629247500000929,0.22330169999986538,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,4,faces/unknown/unknown_253.jpg,unknown,3,3,0,None,,,0,3,3,3,13.180034799999703,,,,,,,,,13.176186999999118,14.159819700000298,14.853925399998843,14.809908799999903,14.850591799999165,14.853925399998843,14.853925399998843,0.040701399999306886,1.0286985999991884,16.813540099999955,None,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,5,faces/unknown/unknown_142.jpg,unknown,4,4,0,None,,,0,4,4,4,16.818930399998862,,,,,,,,,16.81365779999942,17.797079899999517,18.68211549999978,18.6415949000002,18.675050199999532,18.68211549999978,18.68211549999978,0.033467100000052596,1.0238750000007713,20.649361099998714,None,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,6,faces/unknown/unknown_141.jpg,unknown,5,5,0,None,,,0,5,5,5,20.652748799999245,,,,,,,,,20.64957499999946,21.630427000000054,22.633458299998892,22.59361589999935,22.630629899998894,22.633458299998892,22.633458299998892,0.03702580000026501,1.024211900001319,24.596988299999794,None,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,7,faces/unknown/unknown_120.jpg,unknown,6,6,0,None,,,0,6,6,6,24.60114369999974,,,,,,,,,24.5971926000002,25.58041029999913,26.35377150000022,26.310695500000293,26.350437600000078,26.35377150000022,26.35377150000022,0.03975639999953273,1.0279950000003737,28.314318400000047,None,,,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,8,faces/known/known_28.jpg,known,7,7,0,space,0.7632919999996375,0.21572199999900477,0,7,7,7,28.317753299999822,,,,,,,,,28.314550099999906,29.29728409999916,30.025794799999858,29.982919000000038,30.019300699999803,30.025794799999858,30.025794799999858,0.03639939999993658,1.0298722999996244,31.984354799998982,space,0.7632919999996375,0.21572199999900477,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
1,9,faces/known/known_63.jpg,known,8,8,0,space,0.5968597999999474,0.19990080000025046,0,8,8,8,31.98862349999945,,,,,,,,,31.984593799999857,32.971653499998865,33.871680999998716,33.847827999999936,33.86800629999925,33.871680999998716,33.871680999998716,0.02019079999990936,1.0076420999994298,35.851117299998805,space,0.5968597999999474,0.19990080000025046,,,,,,,,102,00101,2025-05-17_14h59.39.505,project,2024.2.4,190.4965101010452,2025-05-17 14h59.54.236663 +0700,
